,journal
10.1103/PhysRevC.1.193,PRC
10.1103/PhysRevC.1.1044,PRC
10.1103/PhysRevC.1.666,PRC
10.1103/PhysRevC.1.290,PRC
10.1103/PhysRevC.1.1761,PRC
10.1103/PhysRevC.1.623,PRC
10.1103/PhysRevC.1.496,PRC
10.1103/PhysRevC.1.444,PRC
10.1103/PhysRevC.1.1866,PRC
10.1103/PhysRevD.1.3371,PRD
10.1103/PhysRevD.1.2977,PRD
10.1103/PhysRevD.1.3203,PRD
10.1103/PhysRevD.1.450,PRD
10.1103/PhysRevD.1.2738,PRD
10.1103/PhysRevD.1.721,PRD
10.1103/PhysRevD.1.2955,PRD
10.1103/PhysRevD.1.3050,PRD
10.1103/PhysRevD.1.2269,PRD
10.1103/PhysRevD.1.926,PRD
10.1103/PhysRevD.1.78,PRD
10.1103/PhysRevD.1.720,PRD
10.1103/PhysRevD.1.2316,PRD
10.1103/PhysRevD.1.813,PRD
10.1103/PhysRevD.1.1512,PRD
10.1103/PhysRevD.1.2046,PRD
10.1103/PhysRevD.1.3363,PRD
10.1103/PhysRevD.1.2361,PRD
10.1103/PhysRevD.1.3229,PRD
10.1103/PhysRevD.1.1021,PRD
10.1103/PhysRevD.1.2651,PRD
10.1103/PhysRevD.1.88,PRD
10.1103/PhysRevD.1.326,PRD
10.1103/PhysRevD.1.2985,PRD
10.1103/PhysRevD.1.2523,PRD
10.1103/PhysRevD.1.1303,PRD
10.1103/PhysRevD.1.2974,PRD
10.1103/PhysRevD.1.2775,PRD
10.1103/PhysRevD.1.3349,PRD
10.1103/PhysRevD.1.1764,PRD
10.1103/PhysRevD.1.3091,PRD
10.1103/PhysRevD.1.418,PRD
10.1103/PhysRevD.1.3138,PRD
10.1103/PhysRevD.1.1887,PRD
10.1103/PhysRevD.1.637,PRD
10.1103/PhysRevD.1.1667,PRD
10.1103/PhysRevD.1.2705,PRD
10.1103/PhysRevD.1.3203.2,PRD
10.1103/PhysRevD.1.368,PRD
10.1103/PhysRevD.1.2421,PRD
10.1103/PhysRevD.1.3171,PRD
10.1103/PhysRevD.1.3466,PRD
10.1103/PhysRevD.1.851,PRD
10.1103/PhysRevD.1.1360,PRD
10.1103/PhysRevD.1.1810,PRD
10.1103/PhysRevD.1.1223,PRD
10.1103/PhysRevD.1.3195,PRD
10.1103/PhysRevD.1.400,PRD
10.1103/PhysRevD.1.542,PRD
10.1103/PhysRevD.1.2638,PRD
10.1103/PhysRevD.1.100,PRD
10.1103/PhysRevD.1.3501,PRD
10.1103/PhysRevD.1.375.3,PRD
10.1103/PhysRevD.1.566,PRD
10.1103/PhysRevD.1.1840,PRD
10.1103/PhysRevD.1.2726,PRD
10.1103/PhysRevD.1.151,PRD
10.1103/PhysRevD.1.1521,PRD
10.1103/PhysRevD.1.2219,PRD
10.1103/PhysRevD.1.2675,PRD
10.1103/PhysRevD.1.1821,PRD
10.1103/PhysRevD.1.1837,PRD
10.1103/PhysRevD.1.2449,PRD
10.1103/PhysRevD.1.373,PRD
10.1103/PhysRevD.1.2888,PRD
10.1103/PhysRevD.1.2547,PRD
10.1103/PhysRevD.1.249,PRD
10.1103/PhysRevD.1.2257,PRD
10.1103/PhysRevD.1.1244,PRD
10.1103/PhysRevD.1.2663,PRD
10.1103/PhysRevD.1.3506,PRD
10.1103/PhysRevD.1.3134,PRD
10.1103/PhysRevD.1.2930,PRD
10.1103/PhysRevD.1.988,PRD
10.1103/PhysRevD.1.390,PRD
10.1103/PhysRevD.1.2823,PRD
10.1103/PhysRevD.1.456,PRD
10.1103/PhysRevD.1.1693,PRD
10.1103/PhysRevD.1.375,PRD
10.1103/PhysRevD.1.2184,PRD
10.1103/PhysRevD.1.2113,PRD
10.1103/PhysRevD.1.1376,PRD
10.1103/PhysRevD.1.1507,PRD
10.1103/PhysRevD.1.240,PRD
10.1103/PhysRevD.1.2795,PRD
10.1103/PhysRevD.1.3168,PRD
10.1103/PhysRevD.1.1416,PRD
10.1103/PhysRevD.1.916,PRD
10.1103/PhysRevD.1.27,PRD
10.1103/PhysRevD.1.1083,PRD
10.1103/PhysRevD.1.2156,PRD
10.1103/PhysRevD.1.1546,PRD
10.1103/PhysRevD.1.949,PRD
10.1103/PhysRevD.1.1285,PRD
10.1103/PhysRevD.1.1308,PRD
10.1103/PhysRevD.1.1140,PRD
10.1103/PhysRevD.1.434,PRD
10.1103/PhysRevD.1.3247,PRD
10.1103/PhysRevD.1.2096,PRD
10.1103/PhysRevD.1.2360,PRD
10.1103/PhysRevD.1.771,PRD
10.1103/PhysRevD.1.48,PRD
10.1103/PhysRevD.1.2378,PRD
10.1103/PhysRevD.1.377,PRD
10.1103/PhysRevD.1.3331,PRD
10.1103/PhysRevD.1.841,PRD
10.1103/PhysRevD.1.957.3,PRD
10.1103/PhysRevD.1.3496,PRD
10.1103/PhysRevD.1.1572,PRD
10.1103/PhysRevD.1.169,PRD
10.1103/PhysRevD.1.2557,PRD
10.1103/PhysRevD.1.260,PRD
10.1103/PhysRevD.1.1917,PRD
10.1103/PhysRevD.1.961,PRD
10.1103/PhysRevD.1.2286,PRD
10.1103/PhysRevD.1.2212,PRD
10.1103/PhysRevD.1.2626,PRD
10.1103/PhysRevD.1.729,PRD
10.1103/PhysRevD.1.1773,PRD
10.1103/PhysRevD.1.1745,PRD
10.1103/PhysRevD.1.1432,PRD
10.1103/PhysRevD.1.2477,PRD
10.1103/PhysRevD.1.1115,PRD
10.1103/PhysRevD.1.3087,PRD
10.1103/PhysRevD.1.847,PRD
10.1103/PhysRevD.1.374.2,PRD
10.1103/PhysRevD.1.306,PRD
10.1103/PhysRevD.1.3386,PRD
10.1103/PhysRevD.1.1654,PRD
10.1103/PhysRevD.1.1782,PRD
10.1103/PhysRevD.1.200,PRD
10.1103/PhysRevD.1.1583,PRD
10.1103/PhysRevD.1.2183,PRD
10.1103/PhysRevD.1.2126,PRD
10.1103/PhysRevD.1.1426,PRD
10.1103/PhysRevD.1.2703,PRD
10.1103/PhysRevD.1.609,PRD
10.1103/PhysRevD.1.1494,PRD
10.1103/PhysRevD.1.1388,PRD
10.1103/PhysRevD.1.1617,PRD
10.1103/PhysRevD.1.1242,PRD
10.1103/PhysRevD.1.351,PRD
10.1103/PhysRevD.1.2190,PRD
10.1103/PhysRevD.1.1333,PRD
10.1103/PhysRevD.1.957.2,PRD
10.1103/PhysRevD.1.2880,PRD
10.1103/PhysRevD.1.957,PRD
10.1103/PhysRevD.1.2328,PRD
10.1103/PhysRevD.1.404,PRD
10.1103/PhysRevD.1.3442,PRD
10.1103/PhysRevD.1.374,PRD
10.1103/PhysRevD.1.3410,PRD
10.1103/PhysRevD.1.2945,PRD
10.1103/PhysRevD.1.3511,PRD
10.1103/PhysRevD.1.2969,PRD
10.1103/PhysRevD.1.423,PRD
10.1103/PhysRevD.1.2766,PRD
10.1103/PhysRevD.1.2514,PRD
10.1103/PhysRevD.1.3377,PRD
10.1103/PhysRevD.1.107,PRD
10.1103/PhysRevD.1.1216,PRD
10.1103/PhysRevD.1.213,PRD
10.1103/PhysRevD.1.3468,PRD
10.1103/PhysRevD.1.1509,PRD
10.1103/PhysRevD.1.1240,PRD
10.1103/PhysRevD.1.2192,PRD
10.1103/PhysRevD.1.284,PRD
10.1103/PhysRevD.1.2196,PRD
10.1103/PhysRevD.1.175,PRD
10.1103/PhysRevD.1.536,PRD
10.1103/PhysRevD.1.3392,PRD
10.1103/PhysRevD.1.2147,PRD
10.1103/PhysRevD.1.1936,PRD
10.1103/PhysRevD.1.719,PRD
10.1103/PhysRevD.1.571,PRD
10.1103/PhysRevD.1.191,PRD
10.1103/PhysRevD.1.2603,PRD
10.1103/PhysRevD.1.2631,PRD
10.1103/PhysRevD.1.3484,PRD
10.1103/PhysRevD.1.903,PRD
10.1103/PhysRevD.1.2937,PRD
10.1103/PhysRevD.1.944,PRD
10.1103/PhysRevD.1.3258,PRD
10.1103/PhysRevD.1.1445,PRD
10.1103/PhysRevD.1.2116,PRD
10.1103/PhysRevD.1.3187,PRD
10.1103/PhysRevD.1.1501,PRD
10.1103/PhysRevD.1.3010,PRD
10.1103/PhysRevD.1.110,PRD
10.1103/PhysRevD.1.2615,PRD
10.1103/PhysRevD.1.1851.4,PRD
10.1103/PhysRevD.1.2716.2,PRD
10.1103/PhysRevD.1.1524,PRD
10.1103/PhysRevD.1.3296,PRD
10.1103/PhysRevD.1.953,PRD
10.1103/PhysRevD.1.1105,PRD
10.1103/PhysRevD.1.1450,PRD
10.1103/PhysRevD.1.1,PRD
10.1103/PhysRevD.1.1249,PRD
10.1103/PhysRevD.1.3031,PRD
10.1103/PhysRevD.1.701,PRD
10.1103/PhysRevD.1.2040,PRD
10.1103/PhysRevD.1.934,PRD
10.1103/PhysRevD.1.2808,PRD
10.1103/PhysRevD.1.3239,PRD
10.1103/PhysRevD.1.907,PRD
10.1103/PhysRevD.1.1813,PRD
10.1103/PhysRevD.1.1172,PRD
10.1103/PhysRevD.1.684,PRD
10.1103/PhysRevD.1.1526,PRD
10.1103/PhysRevD.1.2481,PRD
10.1103/PhysRevD.1.2581,PRD
10.1103/PhysRevD.1.2731,PRD
10.1103/PhysRevD.1.266,PRD
10.1103/PhysRevD.1.2335,PRD
10.1103/PhysRevD.1.3459,PRD
10.1103/PhysRevD.1.3424,PRD
10.1103/PhysRevD.1.1778,PRD
10.1103/PhysRevD.1.3200,PRD
10.1103/PhysRevD.1.2619,PRD
10.1103/PhysRevD.1.2696,PRD
10.1103/PhysRevD.1.2595,PRD
10.1103/PhysRevD.1.3519,PRD
10.1103/PhysRevD.1.2882,PRD
10.1103/PhysRevD.1.3053,PRD
10.1103/PhysRevD.1.649,PRD
10.1103/PhysRevD.1.122,PRD
10.1103/PhysRevD.1.2832,PRD
10.1103/PhysRevD.1.226,PRD
10.1103/PhysRevD.1.2058,PRD
10.1103/PhysRevD.1.956,PRD
10.1103/PhysRevD.1.663,PRD
10.1103/PhysRevD.1.2577,PRD
10.1103/PhysRevD.1.1640,PRD
10.1103/PhysRevD.1.1019,PRD
10.1103/PhysRevD.1.1194,PRD
10.1103/PhysRevD.1.10,PRD
10.1103/PhysRevD.1.3416,PRD
10.1103/PhysRevD.1.2483,PRD
10.1103/PhysRevD.1.2494,PRD
10.1103/PhysRevD.1.1857,PRD
10.1103/PhysRevD.1.1069,PRD
10.1103/PhysRevD.1.1843,PRD
10.1103/PhysRevD.1.1946,PRD
10.1103/PhysRevD.1.3141,PRD
10.1103/PhysRevD.1.2884,PRD
10.1103/PhysRevD.1.299,PRD
10.1103/PhysRevD.1.3479,PRD
10.1103/PhysRevD.1.1734,PRD
10.1103/PhysRevD.1.1144,PRD
10.1103/PhysRevD.1.1252,PRD
10.1103/PhysRevD.1.1514,PRD
10.1103/PhysRevD.1.1790,PRD
10.1103/PhysRevD.1.998,PRD
10.1103/PhysRevD.1.3345,PRD
10.1103/PhysRevD.1.1341,PRD
10.1103/PhysRevD.1.2402,PRD
10.1103/PhysRevD.1.2914,PRD
10.1103/PhysRevD.1.596,PRD
10.1103/PhysRevD.1.467,PRD
10.1103/PhysRevD.1.3123,PRD
10.1103/PhysRevD.1.2753,PRD
10.1103/PhysRevD.1.3514,PRD
10.1103/PhysRevD.1.2135,PRD
10.1103/PhysRevD.1.2064,PRD
10.1103/PhysRevD.1.317,PRD
10.1103/PhysRevD.1.2015,PRD
10.1103/PhysRevD.1.3403,PRD
10.1103/PhysRevD.1.835,PRD
10.1103/PhysRevD.1.3180,PRD
10.1103/PhysRevD.1.1851.2,PRD
10.1103/PhysRevD.1.1596,PRD
10.1103/PhysRevD.1.338,PRD
10.1103/PhysRevD.1.282,PRD
10.1103/PhysRevD.1.363,PRD
10.1103/PhysRevD.1.1035,PRD
10.1103/PhysRevE.100.022702,PRE
10.1103/PhysRevE.100.030101,PRE
10.1103/PhysRevE.100.052149,PRE
10.1103/PhysRevE.100.032607,PRE
10.1103/PhysRevE.100.043108,PRE
10.1103/PhysRevE.100.023303,PRE
10.1103/PhysRevE.100.042902,PRE
10.1103/PhysRevE.100.033115,PRE
10.1103/PhysRevE.100.052124,PRE
10.1103/PhysRevE.100.052606,PRE
10.1103/PhysRevE.100.062416,PRE
10.1103/PhysRevE.100.022607,PRE
10.1103/PhysRevE.100.022118,PRE
10.1103/PhysRevE.100.022204,PRE
10.1103/PhysRevE.100.062136,PRE
10.1103/PhysRevE.100.052113,PRE
10.1103/PhysRevE.100.032315,PRE
10.1103/PhysRevE.100.012101,PRE
10.1103/PhysRevE.100.062601,PRE
10.1103/PhysRevE.100.013102,PRE
10.1103/PhysRevE.100.032311,PRE
10.1103/PhysRevE.100.022106,PRE
10.1103/PhysRevE.100.042121,PRE
10.1103/PhysRevE.100.052302,PRE
10.1103/PhysRevE.100.023113,PRE
10.1103/PhysRevE.100.022707,PRE
10.1103/PhysRevE.100.032502,PRE
10.1103/PhysRevE.100.032132,PRE
10.1103/PhysRevE.100.043202,PRE
10.1103/PhysRevE.100.060601,PRE
10.1103/PhysRevE.100.033204,PRE
10.1103/PhysRevE.100.012146,PRE
10.1103/PhysRevE.100.013111,PRE
10.1103/PhysRevE.100.023001,PRE
10.1103/PhysRevE.100.033107,PRE
10.1103/PhysRevE.100.010302,PRE
10.1103/PhysRevE.100.062101,PRE
10.1103/PhysRevE.100.022312,PRE
10.1103/PhysRevE.100.032209,PRE
10.1103/PhysRevE.100.052219,PRE
10.1103/PhysRevE.100.033209,PRE
10.1103/PhysRevE.100.043107,PRE
10.1103/PhysRevE.100.032604,PRE
10.1103/PhysRevE.100.033301,PRE
10.1103/PhysRevE.100.042111,PRE
10.1103/PhysRevE.100.052610,PRE
10.1103/PhysRevE.100.032409,PRE
10.1103/PhysRevE.100.012303,PRE
10.1103/PhysRevE.100.012123,PRE
10.1103/PhysRevE.100.022116,PRE
10.1103/PhysRevE.100.012102,PRE
10.1103/PhysRevE.100.042802,PRE
10.1103/PhysRevE.100.043110,PRE
10.1103/PhysRevE.100.053101,PRE
10.1103/PhysRevE.100.013108,PRE
10.1103/PhysRevE.100.013305,PRE
10.1103/PhysRevE.100.060101,PRE
10.1103/PhysRevE.100.013115,PRE
10.1103/PhysRevE.100.022211,PRE
10.1103/PhysRevE.100.012905,PRE
10.1103/PhysRevE.100.032305,PRE
10.1103/PhysRevE.100.020103,PRE
10.1103/PhysRevE.100.012504,PRE
10.1103/PhysRevE.100.052804,PRE
10.1103/PhysRevE.100.023110,PRE
10.1103/PhysRevE.100.022303,PRE
10.1103/PhysRevE.100.062312,PRE
10.1103/PhysRevE.100.012606,PRE
10.1103/PhysRevE.100.052704,PRE
10.1103/PhysRevE.100.052305,PRE
10.1103/PhysRevE.100.052150,PRE
10.1103/PhysRevE.100.042137,PRE
10.1103/PhysRevE.100.022313,PRE
10.1103/PhysRevE.100.053106,PRE
10.1103/PhysRevE.100.052127,PRE
10.1103/PhysRevE.100.032105,PRE
10.1103/PhysRevE.100.023112,PRE
10.1103/PhysRevE.100.023118,PRE
10.1103/PhysRevE.100.022125,PRE
10.1103/PhysRevE.100.031104,PRE
10.1103/PhysRevE.100.063102,PRE
10.1103/PhysRevE.100.042140,PRE
10.1103/PhysRevE.100.052103,PRE
10.1103/PhysRevE.100.022108,PRE
10.1103/PhysRevE.100.032403,PRE
10.1103/PhysRevE.100.022213,PRE
10.1103/PhysRevE.100.052216,PRE
10.1103/PhysRevE.100.012609,PRE
10.1103/PhysRevE.100.032210,PRE
10.1103/PhysRevE.100.042412,PRE
10.1103/PhysRevE.100.012901,PRE
10.1103/PhysRevE.100.032113,PRE
10.1103/PhysRevE.100.032219,PRE
10.1103/PhysRevE.100.033117,PRE
10.1103/PhysRevE.100.013306,PRE
10.1103/PhysRevE.100.023301,PRE
10.1103/PhysRevE.100.033108,PRE
10.1103/PhysRevE.100.053308,PRE
10.1103/PhysRevE.100.053109,PRE
10.1103/PhysRevE.100.050602,PRE
10.1103/PhysRevE.100.033205,PRE
10.1103/PhysRevE.100.060104,PRE
10.1103/PhysRevE.100.026102,PRE
10.1103/PhysRevE.100.022103,PRE
10.1103/PhysRevE.100.033214,PRE
10.1103/PhysRevE.100.012505,PRE
10.1103/PhysRevE.100.022140,PRE
10.1103/PhysRevE.100.032224,PRE
10.1103/PhysRevE.100.052206,PRE
10.1103/PhysRevE.100.032412,PRE
10.1103/PhysRevE.100.062134,PRE
10.1103/PhysRevE.100.012114,PRE
10.1103/PhysRevE.100.042601,PRE
10.1103/PhysRevE.100.022120,PRE
10.1103/PhysRevE.100.010402,PRE
10.1103/PhysRevE.100.033310,PRE
10.1103/PhysRevE.100.022316,PRE
10.1103/PhysRevE.100.012203,PRE
10.1103/PhysRevE.100.032109,PRE
10.1103/PhysRevE.100.012707,PRE
10.1103/PhysRevE.100.063205,PRE
10.1103/PhysRevE.100.052140,PRE
10.1103/PhysRevE.100.052148,PRE
10.1103/PhysRevE.100.042129,PRE
10.1103/PhysRevE.100.022210,PRE
10.1103/PhysRevE.100.043302,PRE
10.1103/PhysRevE.100.023111,PRE
10.1103/PhysRevE.100.013208,PRE
10.1103/PhysRevE.100.022214,PRE
10.1103/PhysRevE.100.033104,PRE
10.1103/PhysRevE.100.062115,PRE
10.1103/PhysRevE.100.052138,PRE
10.1103/PhysRevE.100.053105,PRE
10.1103/PhysRevE.100.012137,PRE
10.1103/PhysRevE.100.022309,PRE
10.1103/PhysRevE.100.062202,PRE
10.1103/PhysRevE.100.052218,PRE
10.1103/PhysRevE.100.032118,PRE
10.1103/PhysRevE.100.032114,PRE
10.1103/PhysRevE.100.052209,PRE
10.1103/PhysRevE.100.032701,PRE
10.1103/PhysRevE.100.042409,PRE
10.1103/PhysRevE.100.042302,PRE
10.1103/PhysRevE.100.032416,PRE
10.1103/PhysRevE.100.033304,PRE
10.1103/PhysRevE.100.013308,PRE
10.1103/PhysRevE.100.052805,PRE
10.1103/PhysRevE.100.043201,PRE
10.1103/PhysRevE.100.030401,PRE
10.1103/PhysRevE.100.062311,PRE
10.1103/PhysRevE.100.023202,PRE
10.1103/PhysRevE.100.043307,PRE
10.1103/PhysRevE.100.032202,PRE
10.1103/PhysRevE.100.012140,PRE
10.1103/PhysRevE.100.053001,PRE
10.1103/PhysRevE.100.042128,PRE
10.1103/PhysRevE.100.022205,PRE
10.1103/PhysRevE.100.032905,PRE
10.1103/PhysRevE.100.032803,PRE
10.1103/PhysRevE.100.052404,PRE
10.1103/PhysRevE.100.052501,PRE
10.1103/PhysRevE.100.032104,PRE
10.1103/PhysRevE.100.062406,PRE
10.1103/PhysRevE.100.022403,PRE
10.1103/PhysRevE.100.012103,PRE
10.1103/PhysRevE.100.062107,PRE
10.1103/PhysRevE.100.052135,PRE
10.1103/PhysRevE.100.063108,PRE
10.1103/PhysRevE.100.062125,PRE
10.1103/PhysRevE.100.022130,PRE
10.1103/PhysRevE.100.052213,PRE
10.1103/PhysRevE.100.032605,PRE
10.1103/PhysRevE.100.033109,PRE
10.1103/PhysRevE.100.042117,PRE
10.1103/PhysRevE.100.033110,PRE
10.1103/PhysRevE.100.012125,PRE
10.1103/PhysRevE.100.053312,PRE
10.1103/PhysRevE.100.012122,PRE
10.1103/PhysRevE.100.012131,PRE
10.1103/PhysRevE.100.063311,PRE
10.1103/PhysRevE.100.022134,PRE
10.1103/PhysRevE.100.012401,PRE
10.1103/PhysRevE.100.062132,PRE
10.1103/PhysRevE.100.032124,PRE
10.1103/PhysRevE.100.032609,PRE
10.1103/PhysRevE.100.022138,PRE
10.1103/PhysRevE.100.022801,PRE
10.1103/PhysRevE.100.060402,PRE
10.1103/PhysRevE.100.012402,PRE
10.1103/PhysRevE.100.032804,PRE
10.1103/PhysRevE.100.021001,PRE
10.1103/PhysRevE.100.032211,PRE
10.1103/PhysRevE.100.020105,PRE
10.1103/PhysRevE.100.023103,PRE
10.1103/PhysRevE.100.012908,PRE
10.1103/PhysRevE.100.062502,PRE
10.1103/PhysRevE.100.032407,PRE
10.1103/PhysRevE.100.042205,PRE
10.1103/PhysRevE.100.052125,PRE
10.1103/PhysRevE.100.062109,PRE
10.1103/PhysRevE.100.012112,PRE
10.1103/PhysRevE.100.062704,PRE
10.1103/PhysRevE.100.022320,PRE
10.1103/PhysRevE.100.050101,PRE
10.1103/PhysRevE.100.010701,PRE
10.1103/PhysRevE.100.012601,PRE
10.1103/PhysRevE.100.052607,PRE
10.1103/PhysRevE.100.012705,PRE
10.1103/PhysRevE.100.012210,PRE
10.1103/PhysRevE.100.032205,PRE
10.1103/PhysRevE.100.062803,PRE
10.1103/PhysRevE.100.012205,PRE
10.1103/PhysRevE.100.023116,PRE
10.1103/PhysRevE.100.012121,PRE
10.1103/PhysRevE.100.033307,PRE
10.1103/PhysRevE.100.022110,PRE
10.1103/PhysRevE.100.042116,PRE
10.1103/PhysRevE.100.053301,PRE
10.1103/PhysRevE.100.041102,PRE
10.1103/PhysRevE.100.052108,PRE
10.1103/PhysRevE.100.022306,PRE
10.1103/PhysRevE.100.022136,PRE
10.1103/PhysRevE.100.023114,PRE
10.1103/PhysRevE.100.012138,PRE
10.1103/PhysRevE.100.063308,PRE
10.1103/PhysRevE.100.033202,PRE
10.1103/PhysRevE.100.033105,PRE
10.1103/PhysRevE.100.013116,PRE
10.1103/PhysRevE.100.042603,PRE
10.1103/PhysRevE.100.053004,PRE
10.1103/PhysRevE.100.052217,PRE
10.1103/PhysRevE.100.057001,PRE
10.1103/PhysRevE.100.022408,PRE
10.1103/PhysRevE.100.023108,PRE
10.1103/PhysRevE.100.012305,PRE
10.1103/PhysRevE.100.069901,PRE
10.1103/PhysRevE.100.043001,PRE
10.1103/PhysRevE.100.052106,PRE
10.1103/PhysRevE.100.032116,PRE
10.1103/PhysRevE.100.052202,PRE
10.1103/PhysRevE.100.013202,PRE
10.1103/PhysRevE.100.013204,PRE
10.1103/PhysRevE.100.062414,PRE
10.1103/PhysRevE.100.062409,PRE
10.1103/PhysRevE.100.062607,PRE
10.1103/PhysRevE.100.052801,PRE
10.1103/PhysRevE.100.040301,PRE
10.1103/PhysRevE.100.030201,PRE
10.1103/PhysRevE.100.023101,PRE
10.1103/PhysRevE.100.012904,PRE
10.1103/PhysRevE.100.040201,PRE
10.1103/PhysRevE.100.062605,PRE
10.1103/PhysRevE.100.022706,PRE
10.1103/PhysRevE.100.032133,PRE
10.1103/PhysRevE.100.012206,PRE
10.1103/PhysRevE.100.012148,PRE
10.1103/PhysRevE.100.052402,PRE
10.1103/PhysRevE.100.042139,PRE
10.1103/PhysRevE.100.052121,PRE
10.1103/PhysRevE.100.032106,PRE
10.1103/PhysRevE.100.043304,PRE
10.1103/PhysRevE.100.053305,PRE
10.1103/PhysRevE.100.022105,PRE
10.1103/PhysRevE.100.023306,PRE
10.1103/PhysRevE.100.022128,PRE
10.1103/PhysRevE.100.063306,PRE
10.1103/PhysRevE.100.050102,PRE
10.1103/PhysRevE.100.012136,PRE
10.1103/PhysRevE.100.022112,PRE
10.1103/PhysRevE.100.042106,PRE
10.1103/PhysRevE.100.042610,PRE
10.1103/PhysRevE.100.043309,PRE
10.1103/PhysRevE.100.032213,PRE
10.1103/PhysRevE.100.062128,PRE
10.1103/PhysRevE.100.032906,PRE
10.1103/PhysRevE.100.022318,PRE
10.1103/PhysRevE.100.022412,PRE
10.1103/PhysRevE.100.032131,PRE
10.1103/PhysRevE.100.042132,PRE
10.1103/PhysRevE.100.052204,PRE
10.1103/PhysRevE.100.042210,PRE
10.1103/PhysRevE.100.042212,PRE
10.1103/PhysRevE.100.042614,PRE
10.1103/PhysRevE.100.023308,PRE
10.1103/PhysRevE.100.052901,PRE
10.1103/PhysRevE.100.042909,PRE
10.1103/PhysRevE.100.033101,PRE
10.1103/PhysRevE.100.012502,PRE
10.1103/PhysRevE.100.032216,PRE
10.1103/PhysRevE.100.022202,PRE
10.1103/PhysRevE.100.042118,PRE
10.1103/PhysRevE.100.061301,PRE
10.1103/PhysRevE.100.022608,PRE
10.1103/PhysRevE.100.063302,PRE
10.1103/PhysRevE.100.012201,PRE
10.1103/PhysRevE.100.062303,PRE
10.1103/PhysRevE.100.042209,PRE
10.1103/PhysRevE.100.062117,PRE
10.1103/PhysRevE.100.023102,PRE
